Voltage   	Current	
11.398680	-1.498597E-10
11.297740	-1.824031E-10
11.197920	-1.582612E-10
11.098240	-1.653468E-10
10.998720	-1.093198E-10
10.897560	-2.168699E-10
10.797930	-1.456591E-10
10.698030	-1.260216E-10
10.598520	-1.179238E-10
10.497610	-1.888308E-10
10.397830	-1.310828E-10
10.298040	-5.182479E-11
10.198630	-1.876669E-10
10.097640	-1.630694E-10
9.998082	-1.042584E-10
9.898085	-1.470255E-10
9.798417	-8.431744E-11
9.697592	-1.668652E-10
9.598108	-9.595830E-11
9.498192	-1.509732E-10
9.398594	-1.368524E-10
9.297579	-1.895898E-10
9.198036	-1.619560E-10
9.098180	-1.432297E-10
8.998688	-1.387254E-10
8.897725	-1.628669E-10
8.798023	-1.462158E-10
8.698467	-1.393832E-10
8.598779	-1.684341E-10
8.497952	-1.647902E-10
8.398315	-1.654484E-10
8.298411	-1.310827E-10
8.197568	-1.442419E-10
8.098103	-1.389276E-10
7.998358	-1.180756E-10
7.898399	-1.553764E-10
7.797646	-8.446924E-11
7.697996	1.135743E-10
7.598453	-4.098014E-10
7.498888	-1.664604E-10
7.398165	6.437968E-11
7.297918	-2.098854E-10
7.198041	-1.590205E-10
7.098391	-1.260723E-10
6.997582	-1.685861E-10
6.898009	-8.431766E-11
6.798230	-9.094783E-11
6.698563	-1.815428E-10
6.597848	-1.434824E-10
6.498121	-1.723315E-10
6.398367	-2.461738E-10
6.298494	-9.292159E-11
6.198054	-8.087600E-11
6.098159	-1.571982E-10
5.998522	-1.953090E-10
5.898674	-1.335120E-10
5.797908	-1.620572E-10
5.697915	-1.160005E-10
5.598132	-1.875148E-10
5.498507	-1.543133E-10
5.397703	-1.506694E-10
5.297894	-1.584132E-10
5.198501	-1.186829E-10
5.098486	-1.359921E-10
4.997844	-2.886877E-10
4.897894	-1.361945E-10
4.798402	-1.132169E-10
4.698413	-1.859969E-10
4.597802	-1.423692E-10
4.498100	-1.737990E-10
4.398514	-1.978397E-10
4.298761	-1.881222E-10
4.197866	-1.769371E-10
4.098268	-1.802268E-10
3.998591	-1.881221E-10
3.898924	-1.454058E-10
3.798214	-1.229342E-10
3.698225	-1.921207E-10
3.598575	-1.409521E-10
3.498993	-1.919180E-10
3.398094	-1.542628E-10
3.298298	-1.893372E-10
3.198682	-1.437865E-10
3.099010	-1.479365E-10
2.998176	-1.927278E-10
2.898495	-2.132761E-10
2.798772	-1.706109E-10
2.698933	-1.572996E-10
2.597991	-1.405473E-10
2.498500	-2.194508E-10
2.398708	-1.575021E-10
2.299097	-1.043093E-10
2.198103	-1.834658E-10
2.098298	-1.576538E-10
1.998695	-1.181769E-10
1.898929	-2.238034E-10
1.798090	-2.027490E-10
1.698470	-1.575020E-10
1.598777	-1.782529E-10
1.499105	-1.831621E-10
1.398421	-1.958659E-10
1.298633	-1.586156E-10
1.198674	-1.886787E-10
1.097827	-1.705597E-10
0.998267	-2.007245E-10
0.898235	-1.690414E-10
0.798623	-1.251614E-10
0.697866	-1.889318E-10
0.598078	-1.584638E-10
0.498299	-1.601339E-10
0.398580	-1.576029E-10
0.297797	-2.141869E-10
0.198100	-2.071016E-10
0.098415	-1.361945E-10
